,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3676,914577909901948091,https://www.airbnb.com/rooms/914577909901948091,20240928232601,2024-09-29,city scrape,"The Coloradan 936: Views, Pool @ Union Station!","Now accepting select dogs; ask for details. This home offers an abundance of natural light and breathtaking views of Union Station. Steps from Whole Foods, light-rail and bus, and Commons Park makes this the perfect home!","Union Station neighborhood is the ultimate location in Colorado! Walk to Union Station, a multi-modal transportation hub with trains, light rail and bus to take you directly to the airport, or even take a train to Winter Park to ski! walk to Whole Foods, 16th St Mall Ride, unlimited restaurants, shopping, and entertainment. It does not get more convenient than this!",https://a0.muscache.com/pictures/miso/Hosting-914577909901948091/original/b179486e-ab14-47ed-9fc0-677af02e484c.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,Neighborhood highlights,Union Station,,39.7542552,-105.0008633,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Outdoor kitchen"", ""Cleaning products"", ""BBQ grill"", ""Cleaning available during stay"", ""Toaster"", ""Iron"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Blender"", ""Smoke alarm"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Hangers"", ""Central heating"", ""Self check-in"", ""Pool table"", ""Free dryer \u2013 In unit"", ""Ceiling fan"", ""Fire extinguisher"", ""Outdoor dining area"", ""Paid parking garage on premises \u2013 1 space"", ""TV"", ""Mountain view"", ""Bathtub"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Building staff"", ""Essentials"", ""Free washer \u2013 In unit"", ""Books and reading material"", ""EV charger"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Ethernet connection"", ""Bosch stainless steel gas stove"", ""Sun loungers"", ""First aid kit"", ""Outdoor furniture"", ""Shared gym in building"", ""Oven"", ""Pets allowed"", ""Dishes and silverware"", ""Shared hot tub"", ""Elevator"", ""Freezer"", ""Body soap"", ""Bed linens"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Central air conditioning"", ""City skyline view"", ""Single level home"", ""Private entrance"", ""Wifi"", ""Carbon monoxide alarm"", ""Shared outdoor pool - available all year, open specific hours, lap pool, rooftop"", ""Hot water"", ""Clothing storage"", ""Baking sheet"", ""Dishwasher""]",$129.00,30,730,30,30,730,730,30.0,730.0,,t,30,60,90,365,2024-09-29,0,0,0,,,,,,,,,,,f,27,27,0,0,
3686,918230175210025422,https://www.airbnb.com/rooms/918230175210025422,20240928232601,2024-09-29,city scrape,The Coloradan 1130: Union Station Views!,"Features a gourmet kitchen which comes complete with quartz countertops, under-mount sink, and solid maple cabinets with soft-close drawers and doors, highlighted with modern hardware. Bosch stainless steel appliance package completes the kitchen with a rare gas cooktop, French door refrigerator and panelized dishwasher. Spacious living room, convenient with motorized blinds. The bedroom is equally cozy and features a built-in closet system. Also includes a full-sized, stacked washer/dryer.",,https://a0.muscache.com/pictures/miso/Hosting-918230175210025422/original/f7b5f1f6-5039-43f4-b06c-efe7ee58aa36.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,,Union Station,,39.75308,-105.00034,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Outdoor kitchen"", ""Cleaning products"", ""BBQ grill"", ""Cleaning available during stay"", ""Toaster"", ""Iron"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Self check-in"", ""Pool table"", ""Ceiling fan"", ""Outdoor dining area"", ""Building staff"", ""TV"", ""Bathtub"", ""Hair dryer"", ""Hot tub"", ""Essentials"", ""EV charger"", ""Paid parking garage on premises \u2013 2 spaces"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Ethernet connection"", ""Pool"", ""Sun loungers"", ""First aid kit"", ""Outdoor furniture"", ""Oven"", ""Dishes and silverware"", ""Elevator"", ""Gym"", ""Freezer"", ""Body soap"", ""Dining table"", ""Bed linens"", ""Air conditioning"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Washer"", ""Luggage dropoff allowed"", ""Single level home"", ""Private entrance"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Exercise equipment"", ""Clothing storage"", ""Baking sheet"", ""Dishwasher""]",$164.00,30,730,30,30,730,730,30.0,730.0,,t,14,44,74,349,2024-09-29,0,0,0,,,,,,,,,,,f,27,27,0,0,
3786,940602024813125430,https://www.airbnb.com/rooms/940602024813125430,20240928232601,2024-09-29,city scrape,SPIRE 2302: Two Bedroom Stunner,"Great Views from this 23rd story Condo! Enjoy the pool/hot tub, fitness center, pool table, movie theater, and your own personal balcony. 1 parking space is included and an additional space with Electric Vehicle charging outlet is available for an extra fee.",,https://a0.muscache.com/pictures/miso/Hosting-940602024813125430/original/89b2c415-3d2f-415b-bf73-66fbc34c8503.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,,CBD,,39.7448735,-104.9955682,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Cleaning products"", ""Cleaning available during stay"", ""Toaster"", ""Iron"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Blender"", ""Smoke alarm"", ""Hangers"", ""Self check-in"", ""Pool table"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Ceiling fan"", ""Fire extinguisher"", ""Outdoor dining area"", ""TV"", ""Mountain view"", ""Bathtub"", ""Hair dryer"", ""EV charger - level 2"", ""Paid parking garage on premises \u2013 1 space"", ""Essentials"", ""Building staff"", ""Free washer \u2013 In unit"", ""Books and reading material"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Ethernet connection"", ""Sun loungers"", ""One small bottle just to get you a night or two. body soap"", ""First aid kit"", ""Outdoor furniture"", ""Shared gym in building"", ""Oven"", ""One small bottle just to get you through a night or two shampoo"", ""Free parking garage on premises \u2013 1 space"", ""Dishes and silverware"", ""Shared hot tub"", ""Elevator"", ""Freezer"", ""Dining table"", ""Movie theater"", ""Shared outdoor pool - available all year, heated, rooftop"", ""Bed linens"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Central air conditioning"", ""City skyline view"", ""One small bottle just to get you through a night or two. conditioner"", ""Private entrance"", ""Single level home"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stainless steel electric stove"", ""Hot water"", ""Exercise equipment"", ""Patio or balcony"", ""Clothing storage"", ""Baking sheet"", ""Dishwasher""]",$155.00,30,730,30,30,730,730,30.0,730.0,,t,2,2,2,31,2024-09-29,2,2,0,2023-11-27,2024-05-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,27,27,0,0,0.19
3806,945015453917662391,https://www.airbnb.com/rooms/945015453917662391,20240928232601,2024-09-29,city scrape,Spire 2015 - 20th Floor Views - Downtown Denver,"Gorgeous views, parking included, central location. What more could you ask for!",,https://a0.muscache.com/pictures/miso/Hosting-945015453917662391/original/9ecc7919-face-46a8-a806-fe187c810685.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,,CBD,,39.74369,-104.99461,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Shampoo"", ""Cleaning products"", ""Toaster"", ""Iron"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Blender"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Self check-in"", ""Pool table"", ""Ceiling fan"", ""Shower gel"", ""Fire extinguisher"", ""Outdoor dining area"", ""Building staff"", ""TV"", ""Mountain view"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Ethernet connection"", ""Sun loungers"", ""Outdoor furniture"", ""Oven"", ""Dishes and silverware"", ""Shared pool"", ""Shared hot tub"", ""Elevator"", ""Gym"", ""Freezer"", ""Free parking on premises"", ""Body soap"", ""Dining table"", ""Movie theater"", ""Bed linens"", ""Conditioner"", ""Air conditioning"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Washer"", ""City skyline view"", ""Single level home"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Exercise equipment"", ""Patio or balcony"", ""Clothing storage"", ""Baking sheet"", ""Dishwasher""]",$108.00,30,730,30,30,730,730,30.0,730.0,,t,2,5,35,310,2024-09-29,2,2,1,2024-01-03,2024-09-09,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,f,27,27,0,0,0.22
3952,976035678830893136,https://www.airbnb.com/rooms/976035678830893136,20240928232601,2024-09-29,city scrape,"Navajo Lodge: no cleaning fee, private guest suite","If you are in town for a conference at the convention center, this is the place to book! Welcome to your dream getaway in Denver's historic Santa Fe Arts District, where you'll discover the perfect blend of local luxury and Rocky Mountain vibes. Close to the Convention Center, Ball Arena, Elitch Gardens, DCFPerforming Arts, Downtown Denver college and university campus, Denver Health Campus,  as well as Empower Stadium and Meow Wolf. No kitchen or microwave. Mini fridge and freezer in room.","Welcome to your dream getaway in the heart of Denver's historic Santa Fe Arts District, where you'll discover the perfect blend of modern luxury and Rocky Mountain vibes. We're excited to introduce you to this exceptional property and the vibrant neighborhood it calls home. <br /><br />La Alma Lincoln Park is not only one of Denver’s oldest residential neighborhoods, with a rare concentration of homes built before 1890, but it was also at the heart of Denver’s Chicano Movement, or El Movimiento, in the 1960s and 1970s. The neighborhood demonstrates the close connection between place and people, made tangible by the surviving structures set close together — diverse in their architectural styles yet maintaining a consistent pattern for 150 years. We invite you to explore the streets of your historic neighborhood.",https://a0.muscache.com/pictures/miso/Hosting-976035678830893136/original/16249d88-1eb9-4d11-83b6-1f701a30d302.jpeg,51632806,https://www.airbnb.com/users/show/51632806,Jason,2015-12-18,"Denver, CO",,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-51632806/original/52c7a365-2ea1-42c2-a56d-b1cdb2f3622d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-51632806/original/52c7a365-2ea1-42c2-a56d-b1cdb2f3622d.jpeg?aki_policy=profile_x_medium,Lincoln Park,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Lincoln Park,,39.7310106,-105.0039318,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Mini fridge"", ""Cleaning products"", ""Iron"", ""Long term stays allowed"", ""Keypad"", ""Clothing storage: dresser"", ""32 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, Roku"", ""Central heating"", ""Hangers"", ""Smoke alarm"", ""Self check-in"", ""Mini fridge with freezer refrigerator"", ""Outdoor dining area"", ""Shower gel"", ""Room-darkening shades"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Zero Derm Fragrance Free conditioner"", ""Essentials"", ""Coffee"", ""Dedicated workspace"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Zero Derm Fragrance Free body soap"", ""Zero Derm Fragrance Free shampoo"", ""Freezer"", ""Free street parking"", ""Bed linens"", ""Bidet"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central air conditioning"", ""Portable heater"", ""Single level home"", ""Private entrance"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water"", ""Portable fans""]",$122.00,2,60,1,2,60,60,2.0,60.0,,t,11,41,71,250,2024-09-29,76,76,5,2023-10-15,2024-09-24,4.99,4.99,4.99,4.96,5.0,4.7,4.96,2023-BFN-0033290,f,1,1,0,0,6.5
4021,993664598706076827,https://www.airbnb.com/rooms/993664598706076827,20240928232601,2024-09-29,city scrape,Private 1 BR/BA in a Luxury Home in RiNo!,"Experience the best of Denver in this room w/ a private ensuite bath in a luxury home.  The RiNo Art District is one of Denver's most vibrant & exciting neighborhoods. Walk score 98, Bike Score 99. It's home to a variety of galleries, shops, restaurants, breweries and bars. It's also a very short walk to downtown Denver, Coors Field ballpark, the ""must-go"" Milk Market, 16th St Mall, Denver Mint.  Take a short Uber/Lift ride to Meow Wolf, and immersive art exhibit that is a must see for everyone!",,https://a0.muscache.com/pictures/miso/Hosting-993664598706076827/original/c3d0cf4c-035e-4990-88a3-607e5df17e2b.jpeg,26377353,https://www.airbnb.com/users/show/26377353,Susan,2015-01-19,"Denver, CO","I moved to Denver in 2013 via Chicago and I LOVE Denver!  I do not work from home and love to travel.  As an avid traveler who appreciates staying in Airbnb accommodations, I fully understand the value of hosts who go above and beyond to ensure their guests' well-being. I'm committed to delivering the same exceptional experience to my own guests.  There is one small dog on the property available for love but won't be a bother to you.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-26377353/original/b93666ff-8828-45aa-93e2-8903bfcca13a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-26377353/original/b93666ff-8828-45aa-93e2-8903bfcca13a.jpeg?aki_policy=profile_x_medium,Five Points,1,2,"['email', 'phone']",t,t,,Five Points,,39.7571,-104.98296,Private room in townhouse,Private room,1,1.0,1 private bath,1.0,1.0,"[""Mini fridge"", ""Cleaning products"", ""Indoor fireplace: gas"", ""Iron"", ""Long term stays allowed"", ""Keypad"", ""Blender"", ""Smoke alarm"", ""Hangers"", ""Random shampoo"", ""Central heating"", ""Self check-in"", ""Clothing storage: closet"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Ceiling fan"", ""Outdoor dining area"", ""Lock on bedroom door"", ""TV"", ""Mountain view"", ""Bathtub"", ""Hair dryer"", ""Coffee"", ""Essentials"", ""Free washer \u2013 In unit"", ""Random body soap"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Random conditioner"", ""First aid kit"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Coffee maker: espresso machine, french press"", ""Dishes and silverware"", ""Freezer"", ""JennAir refrigerator"", ""Hot water kettle"", ""Dining table"", ""Free street parking"", ""Bed linens"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""ZLINE gas stove"", ""Private patio or balcony"", ""Central air conditioning"", ""City skyline view"", ""Wifi"", ""Carbon monoxide alarm"", ""Jennair & ZLine stainless steel double oven"", ""Hot water"", ""Portable fans"", ""Baking sheet"", ""Dishwasher"", ""Board games""]",$91.00,2,14,1,3,14,14,2.1,14.0,,t,11,19,39,129,2024-09-29,43,43,3,2023-10-31,2024-09-23,5.0,5.0,5.0,5.0,5.0,4.95,4.98,2023-BFN-0040581,f,1,0,1,0,3.85
4167,1024785832227171406,https://www.airbnb.com/rooms/1024785832227171406,20240928232601,2024-09-29,city scrape,Art Studios 1004 In-Unit Washer/Dryer!,"New, Fully Furnished Penthouse with Full-Size Washer/Dryer in Unit!",,https://a0.muscache.com/pictures/miso/Hosting-1024785832227171406/original/e80143ea-3d62-4199-8d58-504075a9eef6.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,,Capitol Hill,,39.734577575479165,-104.98536081686902,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cleaning products"", ""Toaster"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Induction stove"", ""Blender"", ""Smoke alarm"", ""Central heating"", ""Hangers"", ""Pool table"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Paid parking garage on premises \u2013 1 space"", ""TV"", ""Hair dryer"", ""Essentials"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""First aid kit"", ""Outdoor furniture"", ""Clothing storage: wardrobe and dresser"", ""Shared gym in building"", ""Dishes and silverware"", ""Elevator"", ""Freezer"", ""Dining table"", ""Bed linens"", ""Refrigerator"", ""Central air conditioning"", ""City skyline view"", ""Private entrance"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water"", ""Exercise equipment"", ""Shared patio or balcony"", ""Dishwasher""]",$78.00,30,730,30,30,730,730,30.0,730.0,,t,0,0,0,273,2024-09-29,1,1,0,2024-07-31,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,27,27,0,0,0.49
4168,1024805708920418157,https://www.airbnb.com/rooms/1024805708920418157,20240928232601,2024-09-29,city scrape,Art Studios Rose 215 - Downtown,Enjoy everything Downtown has to offer right outside your doorstep!,,https://a0.muscache.com/pictures/miso/Hosting-1024805708920418157/original/dd135b4f-94d9-454b-b08f-31f9ca3b3b51.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,,Capitol Hill,,39.73486,-104.98635,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cleaning products"", ""Toaster"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Induction stove"", ""Blender"", ""Smoke alarm"", ""Central heating"", ""Hangers"", ""Pool table"", ""Outdoor dining area"", ""TV"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Essentials"", ""Paid parking garage on premises \u2013 2 spaces"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""First aid kit"", ""Outdoor furniture"", ""Clothing storage: wardrobe and dresser"", ""Shared gym in building"", ""Dishes and silverware"", ""Elevator"", ""Freezer"", ""Dining table"", ""Free street parking"", ""Bed linens"", ""Refrigerator"", ""Central air conditioning"", ""Private entrance"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""Hot water"", ""Exercise equipment"", ""Shared patio or balcony"", ""Dishwasher""]",$78.00,30,730,30,30,730,730,30.0,730.0,,t,0,0,0,59,2024-09-29,1,1,0,2024-05-06,2024-05-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,27,27,0,0,0.2
4171,1025523016143644574,https://www.airbnb.com/rooms/1025523016143644574,20240928232601,2024-09-29,city scrape,Art Studio 217 Incredible Community and Location!,"Stunning new price! Free laundry, newly furnished.",,https://a0.muscache.com/pictures/miso/Hosting-1025523016143644574/original/20026a82-20f4-4e74-9fd8-a4b73a084dc4.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,,Capitol Hill,,39.73524819346827,-104.98671185103818,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cleaning products"", ""Toaster"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Induction stove"", ""Blender"", ""Smoke alarm"", ""Central heating"", ""Hangers"", ""Pool table"", ""TV"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Essentials"", ""Paid parking garage on premises \u2013 2 spaces"", ""Dedicated workspace"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, workout bench"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""First aid kit"", ""Outdoor furniture"", ""Clothing storage: wardrobe and dresser"", ""Shared gym in building"", ""Dishes and silverware"", ""Elevator"", ""Freezer"", ""Dining table"", ""Free street parking"", ""Bed linens"", ""Refrigerator"", ""Central air conditioning"", ""Private entrance"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""Hot water"", ""Shared patio or balcony"", ""Dishwasher""]",$82.00,30,730,30,30,730,730,30.0,730.0,,t,11,41,71,346,2024-09-29,2,2,0,2023-12-02,2024-06-10,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,f,27,27,0,0,0.2
4192,1030493902764720353,https://www.airbnb.com/rooms/1030493902764720353,20240928232601,2024-09-29,city scrape,The Coloradan 1401: 2 Workstations & Dining Room!,Recently re-designed & furnished by an amazing local designer. Move-in Ready!,"menities include 24-hour staffed desk and fitness center, 18th floor amenity level with outdoor pool, hot tub, fire pit, lounge chairs, chef’s kitchen and entertaining club room. First-floor retail offers Sweetgreens Salad Bar, Kaffe Landskap coffee shop, Pure Barre Fitness, Blow Dry Bar, dry cleaners and Ghost Donkey bar! A+ location: across the street from Denver's largest Whole Foods, on the light rail lines to the airport and around town at Union Station, walk to award winning restaurants, shopping, fitness studios and more.",https://a0.muscache.com/pictures/miso/Hosting-1030493902764720353/original/047a32f8-566f-49a2-9b4b-61fd4935b764.jpeg,460083844,https://www.airbnb.com/users/show/460083844,Susan,2022-05-20,"Denver, CO",,within an hour,100%,66%,,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-460083844/original/ad794d28-3986-4716-aa03-938c60e97eeb.jpeg?aki_policy=profile_x_medium,Ballpark District,32,43,"['email', 'phone']",t,t,Neighborhood highlights,Union Station,,39.75528266276484,-105.00013640738288,Entire rental unit,Entire home/apt,4,2.0,2 baths,3.0,2.0,"[""Outdoor kitchen"", ""Cleaning products"", ""Indoor fireplace: gas"", ""BBQ grill"", ""Cleaning available during stay"", ""Toaster"", ""Iron"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Blender"", ""Smoke alarm"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Hangers"", ""Stove"", ""Self check-in"", ""Pool table"", ""Ceiling fan"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Building staff"", ""TV"", ""Shared hot tub - available all year"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Free washer \u2013 In unit"", ""EV charger"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Ethernet connection"", ""Sun loungers"", ""First aid kit"", ""Outdoor furniture"", ""Shared gym in building"", ""Oven"", ""Dishes and silverware"", ""Elevator"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Paid parking on premises"", ""Freezer"", ""Dining table"", ""Shared pool - available all year"", ""Bed linens"", ""Air conditioning"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Single level home"", ""Private entrance"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Baking sheet"", ""Dishwasher""]",$301.00,30,730,30,30,730,730,30.0,730.0,,t,0,0,0,210,2024-09-29,0,0,0,,,,,,,,,,,f,27,27,0,0,
