,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
470,18124933,https://www.airbnb.com/rooms/18124933,20240928232601,2024-09-29,city scrape,Modern Cowboy 2 Bedroom Lux Capitol Hill Apartment,"Saddle Up! Modern Cowboy Two Bedroom Luxury Capitol Hill Apartment is your perfect pit stop in Denver. Centrally located next to Denver's world famous museums, convention center, and restaurants/bars. No detail was overlooked in this newly remodeled, aesthetically pleasing, and very comfortable apartment. Find yourself at home, and in style, to make your stay extra special. There is also ample parking in back for your horses ;)<br /><br />LICENSE NUMBER 2017-BFN-0000650",,https://a0.muscache.com/pictures/d1f1fe8e-6e0a-4517-8b8a-56b674f5091f.jpg,24326234,https://www.airbnb.com/users/show/24326234,Christina,2014-11-30,"Boulder, CO","Hello, I'm originally from Ohio, and I thrive on Midwestern kindness and generosity. I have three young children, but in my free time (haha), I renovate spaces into places I would love to live. Interior design + traveling are two of my main passions. Before children, I was an avid traveler and explorer. One of my favorite ways to travel was to immerse myself in the culture. Staying at an apartment, vs a hotel, allows one to feel like they live in the new spot. I hope you enjoy staying at my listings. ",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-24326234/original/befb79f6-95e2-4526-8bed-f555f03884e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-24326234/original/befb79f6-95e2-4526-8bed-f555f03884e9.jpeg?aki_policy=profile_x_medium,Capitol Hill,28,29,"['email', 'phone']",t,t,,Capitol Hill,,39.73704,-104.98151,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Shampoo"", ""Iron"", ""Long term stays allowed"", ""Keypad"", ""Smoke alarm"", ""Hangers"", ""Self check-in"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Essentials"", ""High chair"", ""Dedicated workspace"", ""Kitchen"", ""Cooking basics"", ""First aid kit"", ""Pets allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Crib"", ""Free street parking"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Heating"", ""Washer"", ""Children\u2019s books and toys"", ""Central air conditioning"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Patio or balcony""]",$108.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,28,31,31,97,2024-09-29,245,0,0,2017-04-13,2022-12-16,4.95,4.97,4.91,4.98,4.97,4.95,4.88,,t,28,28,0,0,2.7
475,18331882,https://www.airbnb.com/rooms/18331882,20240928232601,2024-09-29,city scrape,Expansive Remodeled Basement Apartment in Capitol Hill,"NO CLEANING FEE! <br /><br />Start your day in the big tiled shower; then catch up on emails at the handy work desk. This home reveals careful planning for two, showcased by a designer kitchenette, a washer/dryer, a smart TV with cable, a desk/workspace, and super fast Wifi. <br /><br />You'll have your own private entrance to this fully remodeled apartment. And we're close to everything: a Whole Foods brand grocery store right around the corner, restaurants, bars, and Cheesman Park are close. Free street parking.","Jog in nearby Cheesman Park and Civic Center Park, then walk just 2 blocks to cafes and restaurants for brunch. Public transportation is reliable and safe, and the bus stop is only a block from here. Stock up a grocery store just steps away.",https://a0.muscache.com/pictures/airflow/Hosting-18331882/original/54e6f0ff-04bf-4ad4-86ec-cdc3b4361f3c.jpg,9859688,https://www.airbnb.com/users/show/9859688,David,2013-11-06,"Denver, CO","My wife and I are Airbnb hosts so we love to explore new places and stay in other Airbnb rentals. We always try to leave the place better than we find it! As hosts, we strive to be responsive, so always text us through the Airbnb app, and we will respond as quickly as we can!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/4f247560-227a-4d7d-b106-28874adc5dea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f247560-227a-4d7d-b106-28874adc5dea.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Capitol Hill,,39.73342,-104.97683,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Shampoo"", ""Mini fridge"", ""Cleaning products"", ""BBQ grill"", ""HDTV with Amazon Prime Video, Netflix, premium cable, Disney+, standard cable, Apple TV, Hulu, HBO Max"", ""Fast wifi \u2013 714 Mbps"", ""Cleaning available during stay"", ""Toaster"", ""Iron"", ""Fire pit"", ""Wine glasses"", ""Long term stays allowed"", ""Keypad"", ""Induction stove"", ""Blender"", ""Private backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Hangers"", ""Central heating"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Fire extinguisher"", ""Outdoor dining area"", ""Coffee maker: Keurig coffee machine"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Coffee"", ""Essentials"", ""Free washer \u2013 In unit"", ""Books and reading material"", ""EV charger"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Ethernet connection"", ""Sun loungers"", ""First aid kit"", ""Outdoor furniture"", ""Dishes and silverware"", ""Freezer"", ""Body soap"", ""Dining table"", ""Free street parking"", ""Bed linens"", ""Conditioner"", ""Laundromat nearby"", ""Refrigerator"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central air conditioning"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hot water"", ""Clothing storage"", ""Portable fans"", ""Baking sheet"", ""Dishwasher"", ""Board games""]",$156.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,1,15,38,41,2024-09-29,513,57,5,2017-08-26,2024-09-26,4.95,4.97,4.97,4.98,4.99,4.93,4.87,2017-BFN-0007658,t,1,1,0,0,5.94
483,18601412,https://www.airbnb.com/rooms/18601412,20240928232601,2024-09-29,city scrape,Mid-Century Modern Room - Minutes to Cherry Creek,"Welcome! My home is a mid-century modern, open plan that is just a few minutes away from light-rail, and Cherry Creek. It's very easy to access I-25 and go either to the Tech Center or Downtown if you're driving. No matter your background, all are welcome.","I'm sandwiched between two mid-century modern housing developments. To the north is ""Krisana Park""... A mid-century enclave that is fondly referred to as ""Leichler"" since it thinks it is ""like Eichler"". To the east is ""Lynwood""... Very similar houses and very much in demand. This house was built in 1958 and is one of a kind. Other stuff? We have an authentic french bakery two blocks away (Detour) as well as an independent coffee house: Sojourners. The bus route begins a block away. The Lightrail ""Colorado Station"" is a mile's walk and can take you either south to the Tech Center, east to DIA or north to Downtown Denver. Cherry Creek is about 10 mins by car and has great shopping, restaurants and movie theaters. If you love gourmet, niche pizza, we have a fantastic neighborhood bistro, ""Esters"" that opened about a year ago. Their nachos are mouth-watering. They have a few awesome salads, some sandwiches and of course, what most people go for... The pizza (and the craft beers). Think aru",https://a0.muscache.com/pictures/022251ba-819e-4f4e-a551-512ca0906368.jpg,128719977,https://www.airbnb.com/users/show/128719977,Susan,2017-05-03,"Denver, CO","I've lived in the USA for 30+ years after narrowly escaping a rainy future in England. I can discuss American politics but not English ones, unless you count the politics of the school playground. I love chess. I've won one lottery (although there was no cash involved, just an elusive Green Card). I play six-degrees-of-separation for fun and find that in Denver, it's usually only two or three degrees (even if it's the President or a Hollywood movie star and sometimes it's one and the same). I am completely in love with my dog, Bodhi (a non-shedding, Portuguese Water Dog), who lives up to his name in every way (a being of wisdom and enlightenment). I am bummed (how's that for eloquence) that neither DaVinci or Einstein are still anchored to Terra Firma because I'd love to meet them, sit around a fountain somewhere (hopefully with an Americano in hand) and ask them what their take is on ""Life, The Universe and Everything""... (Thank you Douglas Adams.) I love ""Game of Thrones"", ""Homeland"" and all things ""Shameless""... And I'm just a little obsessed with the whole mid-century modern thing.",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/4bdbd859-09c5-49c3-92d3-cad677245992.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4bdbd859-09c5-49c3-92d3-cad677245992.jpg?aki_policy=profile_x_medium,Virginia Village,1,2,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Virginia Village,,39.6895,-104.92569,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Toaster"", ""Iron"", ""Wine glasses"", ""Keypad"", ""Blender"", ""Smoke alarm"", ""Indoor fireplace"", ""Hangers"", ""Stove"", ""Coffee maker: drip coffee maker, french press"", ""Self check-in"", ""Outdoor dining area"", ""Shower gel"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Books and reading material"", ""Dedicated workspace"", ""Kitchen"", ""Cooking basics"", ""Backyard"", ""Free driveway parking on premises \u2013 1 space"", ""First aid kit"", ""Outdoor furniture"", ""Fast wifi \u2013 281 Mbps"", ""Oven"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Body soap"", ""Free street parking"", ""Bed linens"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Washer"", ""Central air conditioning"", ""TV with standard cable"", ""Single level home"", ""Dryer"", ""Carbon monoxide alarm"", ""Purezero Moroccan Oil shampoo"", ""Hot water"", ""Patio or balcony"", ""Portable fans"", ""Dishwasher"", ""Purezero Moroccan Oil conditioner""]",$89.00,2,28,2,2,1125,1125,2.0,1125.0,,t,13,40,70,159,2024-09-29,145,13,1,2017-05-29,2024-09-09,4.91,4.9,4.88,4.99,4.96,4.94,4.87,2017-BFN-0004237,t,1,0,1,0,1.62
485,18736259,https://www.airbnb.com/rooms/18736259,20240928232601,2024-09-29,city scrape,Private Basement Suite - the Heart of Central Park,"If you’re looking for quiet time or conversation, you’ll find it. Many of our guests have become family. Some simply want a place to crash! We’ll be good to you no matter what.<br /><br />You have your own bedroom, bathroom, family room, coffee maker, and mini fridge.  Hang out and stream Netflix or head to Puddle Jumper Pool, the Stanley Marketplace, the Town Center, or downtown Denver.  Easy parking and access to Stapleton and hospitals. Close to Dick’s Sporting Goods Park. <br /><br /><br /><br />License 2021-BFN-0008898","Stapleton is about 5 miles from downtown and Cherry Creek.  We are a community with many families, parks, schools, and restaurants.  Our neighbors are like family!  Feel free to ask anyone for help or suggestions.<br /><br />If you are looking for restaurants and shopping in the area, check out the Stanley Marketplace.  You can walk! Plenty of restaurants, retail, coffee shops, ice cream, etc.  I recommend using Yelp to determine quality of restaurant and proximity.",https://a0.muscache.com/pictures/f7f75586-cc72-4d25-9426-463a3f6b69f5.jpg,36901141,https://www.airbnb.com/users/show/36901141,Jamie,2015-06-27,"Denver, CO","Scott and I bonded over many things - one is our passion for travel. It’s in the DNA of our relationship. COVID may have blocked some of our adventures - like it has for everyone - AND it’s definitely granted us new ones!

We love being hosts. We love meeting new people, talking, and not talking. We value the inclusion, sharing, and connected culture that Airbnb offers. 

It reminds me of my great grandmother taking on “boarders!!” They seemed to be where her life stories came from.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/37dfe14c-8675-41a6-9c4d-d3284f99571a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/37dfe14c-8675-41a6-9c4d-d3284f99571a.jpg?aki_policy=profile_x_medium,Stapleton,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Stapleton,,39.75355,-104.8847,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Shampoo"", ""Mini fridge"", ""Safe"", ""Cleaning products"", ""Iron"", ""Wine glasses"", ""Keypad"", ""Blender"", ""Smoke alarm"", ""Hangers"", ""Breakfast"", ""Self check-in"", ""Fire extinguisher"", ""Hair dryer"", ""Coffee"", ""Essentials"", ""Microwave"", ""Kitchen"", ""Backyard"", ""First aid kit"", ""52 inch HDTV with Netflix"", ""Dishes and silverware"", ""Free parking on premises"", ""Private living room"", ""Free street parking"", ""Bed linens"", ""Conditioner"", ""Air conditioning"", ""Refrigerator"", ""Heating"", ""Washer"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Clothing storage"", ""Portable fans""]",$89.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,82,170,2024-09-29,163,20,2,2017-05-30,2024-09-10,4.94,4.96,4.94,4.97,4.94,4.95,4.89,2021-BFN-0008898,t,1,0,1,0,1.82
494,18892011,https://www.airbnb.com/rooms/18892011,20240928232601,2024-09-29,city scrape,Inspiration Pt Guesthouse with Private Patio,We offer an immaculate private guesthouse that is marijuana friendly. We just ask that you smoke outside. <br /><br />We are located in the N. Denver neighborhood of Inspiration Point. Our guest house is a separate 400 sq ft brick unit with your own private driveway and patio.<br /><br />10 min away from downtown Denver<br />30 min from Denver International Airport<br />20 min from Red Rocks<br />30 min Boulder<br />40 min from Rocky Mountain National Park<br />50 min from the first ski resorts,"Inspiration Point boasts a 75 mile view of the northern Front Range of the Rocky Mountains. We highly recommend walking the park to capture this magnificent view. We are the northern corner of the city of Denver with some incredible locations in walking distance like the famous Lakeside Amusement Park only three blocks away, Willis Case Golf Course just across the street to name a few. Like craft beers and interested in recreational marijuana? Tennyson Street is a lively neighborhood of bars, tattoo shops, restaurants and dispensaries only one mile away. There is a lot to experience in our part of north Denver.",https://a0.muscache.com/pictures/44b9b937-851f-4bb1-b3f8-98eb6160d957.jpg,201860039,https://www.airbnb.com/users/show/201860039,Anjelique,2018-07-12,"Denver, CO",,,,,f,https://a0.muscache.com/im/pictures/user/User-201860039/original/8cfc8859-6827-4c08-a38c-88f9282e3db6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-201860039/original/8cfc8859-6827-4c08-a38c-88f9282e3db6.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Regis,,39.7876,-105.0536,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Shampoo"", ""Smoking allowed"", ""Window AC unit"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Self check-in"", ""Children\u2019s dinnerware"", ""Shower gel"", ""Room-darkening shades"", ""Fire extinguisher"", ""TV"", ""Mountain view"", ""Hair dryer"", ""Coffee"", ""Essentials"", ""Radiant heating"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""First aid kit"", ""Oven"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Freezer"", ""Free parking on premises"", ""Body soap"", ""Dining table"", ""Bed linens"", ""Conditioner"", ""Refrigerator"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""City skyline view"", ""Private entrance"", ""Lockbox"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water"", ""Portable fans"", ""Baking sheet"", ""Dishwasher""]",$93.00,2,30,2,2,1125,1125,2.0,1125.0,,t,16,21,21,21,2024-09-29,436,30,3,2017-06-11,2024-09-11,4.93,4.93,4.91,4.99,4.97,4.92,4.89,2019-BFN-0000589,t,1,1,0,0,4.9
522,19671778,https://www.airbnb.com/rooms/19671778,20240928232601,2024-09-29,city scrape,"Sherpa Niwas, Your Home in Denver, CO","Namaste and Welcome to Sherpa Niwas! Located 11.9 miles from Denver Airport (DIA), 11 miles to downtown Denver and close to major freeways (I-70, I-225 and I-270). Also steps away from local RTD bus route service; an ideal place to stay if you are arriving late or catching your early morning flight out of DIA. Parking is on-street in front of house, plenty of space - no restrictions. We have a keyless entry; so late check-in is not a problem. No deposit and no additional cleaning fees!",,https://a0.muscache.com/pictures/0ba739bf-cbdb-45e5-a286-a78ca6b6ae32.jpg,138521755,https://www.airbnb.com/users/show/138521755,Pemba,2017-07-04,"Denver, CO",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/65c9a998-71c7-4151-a9b8-5734685b7b57.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/65c9a998-71c7-4151-a9b8-5734685b7b57.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Montbello,,39.78255,-104.83856,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Shampoo"", ""Iron"", ""Keypad"", ""Smoke alarm"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Microwave"", ""Backyard"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Heating"", ""Central air conditioning"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm""]",$59.00,1,29,1,1,1125,1125,1.0,1125.0,,t,18,41,44,44,2024-09-29,1161,148,14,2017-08-17,2024-09-24,4.92,4.96,4.97,4.98,4.95,4.86,4.93,2017-BFN-0005840,t,1,0,1,0,13.39
534,20009659,https://www.airbnb.com/rooms/20009659,20240928232601,2024-09-29,city scrape,Wash Park Dream Home,"Welcome to my charming, remodeled historic home nestled in the heart of Washington Park, Denver. My home, over a century old, features 2 elegantly furnished bedrooms and 3 full bathrooms. The home is a perfect blend of old-world charm and modern comfort, with its original wood floors meticulously refurbished, and a modern, fully-equipped kitchen.","The neighborhood is safe, quiet, and has an old world charm.  It is super close to Gaylord street which has numerous bars, restaurants, and cute shops.  It is also only 5 blocks from Washington Park which is a popular destination for many Denver locals as it has wonderful trails, tons of greenery, gardens and lakes.",https://a0.muscache.com/pictures/airflow/Hosting-20009659/original/b5620396-4f85-44ac-a2b0-dbb42c639fb6.jpg,142037301,https://www.airbnb.com/users/show/142037301,Brooke,2017-07-23,"Denver, CO","I am your typical native Coloradan who loves to travel and experience the world internationally!  Road Biking, hiking 14ers, tele skiing, alpine skiing, horse back riding, diving are a few activities that I love to participate in...always up for any adventure! ",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-142037301/original/6e39afa6-1333-4cec-8c0f-412219c2fd53.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-142037301/original/6e39afa6-1333-4cec-8c0f-412219c2fd53.jpeg?aki_policy=profile_x_medium,Washington Park,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Washington Park,,39.69308,-104.95995,Private room in bungalow,Private room,1,1.0,1 private bath,1.0,1.0,"[""Shampoo"", ""Indoor fireplace: gas"", ""BBQ grill"", ""Cleaning available during stay"", ""Iron"", ""Long term stays allowed"", ""Keypad"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Essentials"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Microwave"", ""First aid kit"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Shared gym in building"", ""Oven"", ""Hammock"", ""Dishes and silverware"", ""Free parking on premises"", ""Free street parking"", ""Bed linens"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Private patio or balcony"", ""Wifi"", ""55 inch HDTV with Apple TV, Roku"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Exercise equipment"", ""Dishwasher""]",$65.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,0,28,57,57,2024-09-29,58,2,0,2017-08-26,2024-07-24,4.81,4.81,4.88,4.98,4.86,5.0,4.86,2019-BFN-0000428,t,1,0,1,0,0.67
539,20130134,https://www.airbnb.com/rooms/20130134,20240928232601,2024-09-29,city scrape,Queen Irene's B & B (Lower Suite)(Secured Parking),"This Washington Park Victorian has great amenities is 420 friendly(outside) and in one of the most charming locations in Denver,it is a true oasis in the city. We are close to Washington Park, The University of Denver and Downtown—all easily accessible by foot, bicycle or the light rail. Whether enjoying breakfast in our secluded back yard or relaxing from a day of adventure you will find our home accommodating. If you are here for business our office facilities offer what you need.",,https://a0.muscache.com/pictures/4fc8e750-06fd-4784-b5c5-a7bd47b24f4f.jpg,139737649,https://www.airbnb.com/users/show/139737649,Juan,2017-07-10,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/7cc4e86a-3f81-49f3-b325-c02f6ac5adb5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cc4e86a-3f81-49f3-b325-c02f6ac5adb5.jpg?aki_policy=profile_x_medium,Washington Park West,2,2,"['email', 'phone']",t,t,,Washington Park West,,39.70621,-104.98501,Private room in guest suite,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Shampoo"", ""Smoking allowed"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Breakfast"", ""Fire extinguisher"", ""TV"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Backyard"", ""First aid kit"", ""Dishes and silverware"", ""Free parking on premises"", ""Air conditioning"", ""Refrigerator"", ""Heating"", ""Washer"", ""Private entrance"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Patio or balcony"", ""Host greets you"", ""Dishwasher""]",$125.00,2,30,2,2,30,30,2.0,30.0,,t,30,60,90,365,2024-09-29,66,0,0,2017-07-30,2023-06-25,4.95,4.95,5.0,5.0,4.95,4.92,4.94,2024-BFN-0033833,t,2,0,2,0,0.76
541,20163628,https://www.airbnb.com/rooms/20163628,20240928232601,2024-09-29,city scrape,Adorable Victorian - Denver Highlands,"Gorgeous Denver square built  in 1890 with 3BR that is tastefully renovated to maintain the home's original charm. One block to 32nd and Lowell historic neighborhood with cute shops, cafes and restaurants; its a super hip neighborhood that is quiet and very fun. The home is spacious and comfortable with mid-century modern decor, granite countertops, hardwood floors and a fully stocked kitchen that will satisfy the most discerning chef.","The Lowell historic neighborhood boasts amazing restaurants, cute shops, and cafes. The hip neighborhood is quiet during the day but comes alive at night. Visit the local St Kilian's Cheese Shop or check out El Camino for great Mexican food.",https://a0.muscache.com/pictures/miso/Hosting-20163628/original/1dbc59fa-9bf5-44e6-a3ed-f408bba76b0e.jpeg,24517598,https://www.airbnb.com/users/show/24517598,Alex,2014-12-05,"Denver, CO","Laid back Denver professional working in software strategy.  Passionate about hosting, architecture, historic preservation and international travel.  I travel extensively for work and play so my home is available on a fairly frequent basis.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/fba10b40-c4b1-4636-be46-d7e27481b7b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fba10b40-c4b1-4636-be46-d7e27481b7b9.jpg?aki_policy=profile_x_medium,West Highland,1,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,West Highland,,39.76321,-105.03722,Entire home,Entire home/apt,7,1.5,1.5 baths,3.0,4.0,"[""Shampoo"", ""BBQ grill"", ""Iron"", ""Keypad"", ""Blender"", ""Smoke alarm"", ""Indoor fireplace"", ""Hangers"", ""Stove"", ""Self check-in"", ""Ceiling fan"", ""Outdoor dining area"", ""Room-darkening shades"", ""Fire extinguisher"", ""TV"", ""Hair dryer"", ""Essentials"", ""Barbecue utensils"", ""Books and reading material"", ""Dedicated workspace"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Backyard"", ""First aid kit"", ""Outdoor furniture"", ""Oven"", ""Pets allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Free parking on premises"", ""Body soap"", ""Free street parking"", ""Bed linens"", ""Air conditioning"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Luggage dropoff allowed"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Dishwasher"", ""Board games""]",$173.00,1,1125,1,5,1125,1125,1.1,1125.0,,t,12,30,58,135,2024-09-29,454,67,5,2017-08-05,2024-09-25,4.91,4.79,4.82,4.96,4.93,4.96,4.82,2019-BFN-0010344,t,1,1,0,0,5.21
546,20248046,https://www.airbnb.com/rooms/20248046,20240928232601,2024-09-29,city scrape,Charming & Modern Highlands Carriage House,"Warm & welcoming, pet-friendly carriage house in Denver's attractive Highlands neighborhood with high guest reviews! This is a perfect cozy and private getaway- whether you're visiting family, looking for a crash pad between hikes, or just want to relax & stay close to the popular areas of town. Our carriage house has tons of space for cooking, entertaining or relaxing - plus it has a private, fenced-in side yard for pets. We also provide a bottle of wine welcoming you to your stay in Denver :)","The apartment is in the Berkeley/West Highlands area of Denver - a very safe, residential neighborhood. Just a 10 min walk away you can find plenty of artisan restaurants, bars/breweries, and boutique shops in the Tennyson St and Highlands Square districts. LoHi, Union Station, & LoDo are all just a 5-10 min drive away. Sprouts and Safeway are blocks away should you need groceries or essentials.<br /><br />Please reach out for specific neighborhood info/recommendations - we're here to help!",https://a0.muscache.com/pictures/34db463b-0bb6-44f0-babd-8b655fead2c3.jpg,11293995,https://www.airbnb.com/users/show/11293995,Lucia,2014-01-14,"Denver, CO",,within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/03ad5784-201d-4a3c-8621-8890298f914a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03ad5784-201d-4a3c-8621-8890298f914a.jpg?aki_policy=profile_x_medium,Berkeley,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Berkeley,,39.77062,-105.03613,Entire guesthouse,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Shampoo"", ""Iron"", ""Long term stays allowed"", ""Keypad"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""TV"", ""Hair dryer"", ""Essentials"", ""Microwave"", ""Kitchen"", ""Cooking basics"", ""First aid kit"", ""Oven"", ""Pets allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Free street parking"", ""Air conditioning"", ""Refrigerator"", ""Heating"", ""Luggage dropoff allowed"", ""Private entrance"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Patio or balcony"", ""Dishwasher""]",$89.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,18,23,53,328,2024-09-29,262,3,0,2017-10-12,2024-03-16,4.96,4.97,4.95,4.95,4.97,4.94,4.93,2020-BFN-0000026,t,1,1,0,0,3.09
